image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,823,Negative for intraepithelial lesion,810,24
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,824,Negative for intraepithelial lesion,450,535
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,825,Negative for intraepithelial lesion,365,741
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,826,Negative for intraepithelial lesion,417,810
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,827,Negative for intraepithelial lesion,444,674
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,828,Negative for intraepithelial lesion,839,860
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,829,Negative for intraepithelial lesion,843,729
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,830,Negative for intraepithelial lesion,658,639
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,831,Negative for intraepithelial lesion,729,542
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,832,Negative for intraepithelial lesion,747,554
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,833,Negative for intraepithelial lesion,815,621
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,975,ASC-US,413,557
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,976,ASC-US,439,520
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,977,ASC-US,317,848
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,978,ASC-US,288,710
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,979,ASC-US,368,738
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,980,Negative for intraepithelial lesion,163,284
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,981,Negative for intraepithelial lesion,1005,300
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,982,Negative for intraepithelial lesion,1097,408
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,983,Negative for intraepithelial lesion,1198,455
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,984,Negative for intraepithelial lesion,150,911
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,989,ASC-US,578,520
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,990,ASC-US,558,555
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,991,Negative for intraepithelial lesion,979,120
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,992,Negative for intraepithelial lesion,995,294
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,993,Negative for intraepithelial lesion,950,337
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,994,Negative for intraepithelial lesion,1080,173
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,995,Negative for intraepithelial lesion,1158,260
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,996,Negative for intraepithelial lesion,1229,59
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,997,Negative for intraepithelial lesion,1167,462
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,998,Negative for intraepithelial lesion,1130,531
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,999,Negative for intraepithelial lesion,1063,576
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,1000,Negative for intraepithelial lesion,1147,630
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,1001,Negative for intraepithelial lesion,922,541
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,1002,Negative for intraepithelial lesion,799,607
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,1003,Negative for intraepithelial lesion,1098,414
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1089,ASC-US,782,459
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1090,ASC-US,645,535
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1091,ASC-US,545,599
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1092,Negative for intraepithelial lesion,569,17
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1093,Negative for intraepithelial lesion,372,83
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1094,Negative for intraepithelial lesion,488,347
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1095,Negative for intraepithelial lesion,860,64
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1096,Negative for intraepithelial lesion,945,148
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1097,Negative for intraepithelial lesion,1050,195
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1098,Negative for intraepithelial lesion,1035,87
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1099,Negative for intraepithelial lesion,1215,215
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1100,Negative for intraepithelial lesion,1079,454
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1101,Negative for intraepithelial lesion,1223,604
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1102,Negative for intraepithelial lesion,1255,801
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1103,Negative for intraepithelial lesion,992,785
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1104,Negative for intraepithelial lesion,769,776
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1105,Negative for intraepithelial lesion,707,987
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1106,Negative for intraepithelial lesion,553,706
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1107,Negative for intraepithelial lesion,302,812
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1108,Negative for intraepithelial lesion,219,710
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1228,LSIL,627,584
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1229,Negative for intraepithelial lesion,667,305
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1230,Negative for intraepithelial lesion,830,350
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1231,Negative for intraepithelial lesion,872,219
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1232,Negative for intraepithelial lesion,859,88
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1233,Negative for intraepithelial lesion,972,378
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1234,Negative for intraepithelial lesion,747,522
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1235,Negative for intraepithelial lesion,754,532
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1236,Negative for intraepithelial lesion,705,636
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1237,Negative for intraepithelial lesion,769,671
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1238,Negative for intraepithelial lesion,822,585
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1239,Negative for intraepithelial lesion,832,659
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1240,Negative for intraepithelial lesion,850,676
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1241,Negative for intraepithelial lesion,842,762
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1242,Negative for intraepithelial lesion,509,604
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1243,Negative for intraepithelial lesion,470,741
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1244,Negative for intraepithelial lesion,502,765
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1245,Negative for intraepithelial lesion,493,674
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1246,Negative for intraepithelial lesion,467,932
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1247,Negative for intraepithelial lesion,535,916
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1248,Negative for intraepithelial lesion,938,922
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1249,Negative for intraepithelial lesion,743,842
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1250,Negative for intraepithelial lesion,627,520
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1287,LSIL,399,285
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1288,LSIL,907,637
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1289,LSIL,665,614
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1290,LSIL,703,684
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1291,Negative for intraepithelial lesion,655,172
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1292,Negative for intraepithelial lesion,1052,680
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1293,Negative for intraepithelial lesion,859,847
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1294,Negative for intraepithelial lesion,957,904
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1295,Negative for intraepithelial lesion,1012,944
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1296,Negative for intraepithelial lesion,897,997
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1297,Negative for intraepithelial lesion,753,972
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1298,Negative for intraepithelial lesion,778,972
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1299,Negative for intraepithelial lesion,643,916
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1300,Negative for intraepithelial lesion,517,996
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1301,Negative for intraepithelial lesion,368,902
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1302,Negative for intraepithelial lesion,125,806
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1303,Negative for intraepithelial lesion,517,732
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1304,Negative for intraepithelial lesion,547,811
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1305,Negative for intraepithelial lesion,557,650
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1306,Negative for intraepithelial lesion,674,995
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1307,ASC-US,600,368
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1308,ASC-US,712,779
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1309,ASC-US,809,533
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1310,Negative for intraepithelial lesion,782,576
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1320,ASC-US,559,484
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1321,ASC-US,675,515
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1322,Negative for intraepithelial lesion,199,67
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1323,Negative for intraepithelial lesion,84,78
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1324,Negative for intraepithelial lesion,260,184
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1325,Negative for intraepithelial lesion,369,83
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1326,Negative for intraepithelial lesion,514,124
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1327,Negative for intraepithelial lesion,474,95
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1328,Negative for intraepithelial lesion,448,408
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1329,Negative for intraepithelial lesion,594,349
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1330,Negative for intraepithelial lesion,722,343
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1331,Negative for intraepithelial lesion,849,350
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1332,Negative for intraepithelial lesion,885,442
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1333,Negative for intraepithelial lesion,1153,453
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1334,Negative for intraepithelial lesion,1118,573
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1335,Negative for intraepithelial lesion,865,613
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1336,Negative for intraepithelial lesion,648,780
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1337,Negative for intraepithelial lesion,1012,451
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1338,Negative for intraepithelial lesion,1023,366
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1339,ASC-US,1133,358
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1340,Negative for intraepithelial lesion,1212,515
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1341,LSIL,779,482
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1342,LSIL,809,441
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1343,Negative for intraepithelial lesion,322,222
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1344,Negative for intraepithelial lesion,95,462
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1345,Negative for intraepithelial lesion,175,415
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1346,Negative for intraepithelial lesion,234,610
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1347,Negative for intraepithelial lesion,469,574
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1348,Negative for intraepithelial lesion,429,727
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1349,Negative for intraepithelial lesion,613,564
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1350,Negative for intraepithelial lesion,732,674
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1351,Negative for intraepithelial lesion,813,546
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1352,Negative for intraepithelial lesion,962,691
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1353,Negative for intraepithelial lesion,1087,590
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1354,Negative for intraepithelial lesion,1100,724
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1355,Negative for intraepithelial lesion,1263,690
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1356,Negative for intraepithelial lesion,813,709
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1357,Negative for intraepithelial lesion,9,155
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1358,Negative for intraepithelial lesion,868,5
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1359,LSIL,750,741
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1360,LSIL,394,791
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1361,LSIL,755,856
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1362,LSIL,905,832
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1363,LSIL,849,756
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1364,Negative for intraepithelial lesion,235,314
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1365,Negative for intraepithelial lesion,305,386
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1366,Negative for intraepithelial lesion,240,554
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1367,Negative for intraepithelial lesion,408,485
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1368,Negative for intraepithelial lesion,623,464
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1369,Negative for intraepithelial lesion,384,586
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1370,Negative for intraepithelial lesion,714,455
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1371,Negative for intraepithelial lesion,727,340
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1372,Negative for intraepithelial lesion,727,260
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1373,Negative for intraepithelial lesion,683,55
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1374,Negative for intraepithelial lesion,723,86
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1375,Negative for intraepithelial lesion,792,81
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1376,Negative for intraepithelial lesion,853,19
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1377,Negative for intraepithelial lesion,910,27
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1378,Negative for intraepithelial lesion,858,90
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1379,Negative for intraepithelial lesion,823,106
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1380,Negative for intraepithelial lesion,829,131
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1381,Negative for intraepithelial lesion,834,185
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1382,Negative for intraepithelial lesion,879,117
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1383,Negative for intraepithelial lesion,938,175
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1384,Negative for intraepithelial lesion,994,151
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1385,Negative for intraepithelial lesion,997,70
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1386,Negative for intraepithelial lesion,1110,167
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1387,Negative for intraepithelial lesion,1145,241
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1388,Negative for intraepithelial lesion,1264,322
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1389,Negative for intraepithelial lesion,890,528
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1390,Negative for intraepithelial lesion,803,610
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1391,Negative for intraepithelial lesion,692,599
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1392,Negative for intraepithelial lesion,565,737
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1393,Negative for intraepithelial lesion,632,760
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1394,Negative for intraepithelial lesion,660,699
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1395,Negative for intraepithelial lesion,995,677
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1396,Negative for intraepithelial lesion,1045,662
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1397,Negative for intraepithelial lesion,1029,664
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1398,Negative for intraepithelial lesion,1065,695
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1399,Negative for intraepithelial lesion,1095,708
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1400,LSIL,1064,597
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1401,LSIL,864,678
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1402,LSIL,509,630
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1523,LSIL,354,594
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1524,LSIL,773,642
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1525,LSIL,1023,863
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1526,LSIL,824,935
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1527,LSIL,787,843
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1528,LSIL,700,153
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1529,LSIL,293,169
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1530,LSIL,763,47
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1531,LSIL,359,63
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1532,Negative for intraepithelial lesion,513,153
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1533,Negative for intraepithelial lesion,327,323
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1534,Negative for intraepithelial lesion,505,344
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1535,Negative for intraepithelial lesion,554,474
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1536,Negative for intraepithelial lesion,690,385
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1537,Negative for intraepithelial lesion,772,451
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1538,Negative for intraepithelial lesion,915,483
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1539,Negative for intraepithelial lesion,654,491
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1540,Negative for intraepithelial lesion,432,533
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1541,Negative for intraepithelial lesion,190,576
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1542,Negative for intraepithelial lesion,600,970
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1543,LSIL,568,631
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1544,LSIL,560,757
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1545,ASC-US,709,840
358,e0c93ad46ad5dac7832427c1eb191c9e.png,10.6084/m9.figshare.12230747,1546,LSIL,898,549
