image_filename,id_cel,label,area,compacidade,excentricidade
28508d4d8bb189cedd8d6c79b8d529c9.png,9655,ASC-H,5606,0.3689,0.42447393745135054
28508d4d8bb189cedd8d6c79b8d529c9.png,9656,ASC-H,1720,0.3164,0.7753987386417215
28508d4d8bb189cedd8d6c79b8d529c9.png,9657,ASC-H,1791,0.252,0.7222016980788082
28508d4d8bb189cedd8d6c79b8d529c9.png,9658,ASC-H,6513,0.4693,0.5119653077486049
28508d4d8bb189cedd8d6c79b8d529c9.png,9659,ASC-H,8254,0.3388,0.5297641694279578
28508d4d8bb189cedd8d6c79b8d529c9.png,9660,ASC-H,5500,0.181,0.51582297576058
28508d4d8bb189cedd8d6c79b8d529c9.png,9661,ASC-H,5865,0.2885,0.7797076070790387
28508d4d8bb189cedd8d6c79b8d529c9.png,9662,ASC-H,4027,0.4687,0.4800691757674088
28508d4d8bb189cedd8d6c79b8d529c9.png,9663,ASC-H,3507,0.5064,0.5792905668826158
28508d4d8bb189cedd8d6c79b8d529c9.png,9664,ASC-H,6350,0.3765,0.6201961357371572
28508d4d8bb189cedd8d6c79b8d529c9.png,9665,ASC-H,890,0.6249,0.7990080186425079
28508d4d8bb189cedd8d6c79b8d529c9.png,9666,ASC-H,5425,0.545,0.8238179414305704
28508d4d8bb189cedd8d6c79b8d529c9.png,9667,ASC-H,3489,0.4618,0.759475857290858
28508d4d8bb189cedd8d6c79b8d529c9.png,9668,ASC-H,5523,0.2715,0.32110907953778167
28508d4d8bb189cedd8d6c79b8d529c9.png,9669,ASC-H,6284,0.2804,0.24934941519774523
28508d4d8bb189cedd8d6c79b8d529c9.png,9670,ASC-H,604,0.7504,0.811864993802409
28508d4d8bb189cedd8d6c79b8d529c9.png,9671,ASC-H,858,0.5564,0.798227344033955
28508d4d8bb189cedd8d6c79b8d529c9.png,9672,ASC-H,5386,0.6303,0.5342279414976787
28508d4d8bb189cedd8d6c79b8d529c9.png,9673,ASC-H,3851,0.1417,0.11112898867663312
28508d4d8bb189cedd8d6c79b8d529c9.png,9674,ASC-H,2812,0.3857,0.7441521638470014
28508d4d8bb189cedd8d6c79b8d529c9.png,9675,ASC-H,4855,0.3928,0.793197837181459
28508d4d8bb189cedd8d6c79b8d529c9.png,9676,ASC-H,3643,0.2224,0.7963242622200906
28508d4d8bb189cedd8d6c79b8d529c9.png,9677,ASC-H,4906,0.5165,0.47949830580640274
28508d4d8bb189cedd8d6c79b8d529c9.png,9678,ASC-H,4159,0.2737,0.42325309299978886
28508d4d8bb189cedd8d6c79b8d529c9.png,9679,ASC-H,4563,0.2518,0.6393148462108671
28508d4d8bb189cedd8d6c79b8d529c9.png,9680,ASC-H,5973,0.4379,0.8543618738030795
28508d4d8bb189cedd8d6c79b8d529c9.png,9681,ASC-H,4632,0.3775,0.6154963831278587
28508d4d8bb189cedd8d6c79b8d529c9.png,9682,ASC-H,6837,0.5738,0.9469022929046003
28508d4d8bb189cedd8d6c79b8d529c9.png,9683,ASC-H,5273,0.5092,0.6057024194293918
28508d4d8bb189cedd8d6c79b8d529c9.png,9684,ASC-H,4837,0.3102,0.5695939543359706
28508d4d8bb189cedd8d6c79b8d529c9.png,9685,ASC-H,3904,0.3905,0.7018960758910127
28508d4d8bb189cedd8d6c79b8d529c9.png,9686,ASC-H,5080,0.3291,0.6416551138382598
28508d4d8bb189cedd8d6c79b8d529c9.png,9687,ASC-H,5460,0.5974,0.7994066560607092
28508d4d8bb189cedd8d6c79b8d529c9.png,9688,ASC-H,883,0.4023,0.9654544762748296
28508d4d8bb189cedd8d6c79b8d529c9.png,9689,ASC-H,1112,0.405,0.9637045414054262
28508d4d8bb189cedd8d6c79b8d529c9.png,9690,ASC-H,562,0.7673,0.7566427030130874
28508d4d8bb189cedd8d6c79b8d529c9.png,9691,ASC-H,365,0.5029,0.8523163991941557
28508d4d8bb189cedd8d6c79b8d529c9.png,9692,ASC-H,633,0.7796,0.8055694512486824
28508d4d8bb189cedd8d6c79b8d529c9.png,9693,ASC-H,1391,0.4467,0.8599066710595831
28508d4d8bb189cedd8d6c79b8d529c9.png,9694,ASC-H,2204,0.272,0.5621939444702102
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10071,ASC-H,3953,0.5712,0.4739058195867687
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10072,ASC-H,4212,0.3083,0.6011420702605754
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10073,ASC-H,1724,0.8253,0.3298490911008173
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10074,ASC-H,3142,0.2095,0.12705377107637017
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10075,ASC-H,5129,0.3122,0.5121183897556547
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10076,ASC-H,2035,0.5631,0.7355046114676714
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10077,ASC-H,2537,0.4089,0.6074588804058201
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10078,ASC-H,3214,0.4341,0.6622830816396301
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10079,ASC-H,3783,0.3601,0.366041092324184
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10080,ASC-H,3316,0.4517,0.41150104092506545
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10081,ASC-H,3281,0.2882,0.16443815450968757
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10082,ASC-H,2530,0.3831,0.7087418795492675
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10083,ASC-H,1581,0.6806,0.698532631585423
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10084,ASC-H,2444,0.3935,0.564586906837424
2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10085,ASC-H,1262,0.8959,0.3895438102652593
41766de1e13ae83bdad1f7b71a606340.png,9953,ASC-H,2414,0.8294,0.5888110958628376
41766de1e13ae83bdad1f7b71a606340.png,9954,ASC-H,2279,0.8466,0.610155099474647
41766de1e13ae83bdad1f7b71a606340.png,9955,ASC-H,2807,0.3616,0.9233281875903407
41766de1e13ae83bdad1f7b71a606340.png,9965,ASC-H,6732,0.7112,0.5848182747126422
41766de1e13ae83bdad1f7b71a606340.png,9966,ASC-H,4707,0.6835,0.592502718217859
4e36cfad62c065237107d1a0fe1abd9b.png,9320,ASC-H,2766,0.2048,0.6798682004764529
5223912945e356e1d6de561ad62a946f.png,9576,ASC-H,5396,0.2776,0.5352085402755768
5223912945e356e1d6de561ad62a946f.png,9577,ASC-H,8002,0.4066,0.4496040148426417
5223912945e356e1d6de561ad62a946f.png,9578,ASC-H,5406,0.7345,0.17277169111018664
5223912945e356e1d6de561ad62a946f.png,9579,ASC-H,6839,0.5364,0.9609165606582091
5223912945e356e1d6de561ad62a946f.png,9580,ASC-H,5184,0.4387,0.8879945573756853
5223912945e356e1d6de561ad62a946f.png,9581,ASC-H,1671,0.4763,0.508707762826393
5223912945e356e1d6de561ad62a946f.png,9582,ASC-H,8100,0.2187,0.2261120290197789
5223912945e356e1d6de561ad62a946f.png,9583,ASC-H,2388,0.5757,0.3868150302108365
5223912945e356e1d6de561ad62a946f.png,9584,ASC-H,5860,0.2227,0.21258285099151253
5223912945e356e1d6de561ad62a946f.png,9585,ASC-H,3384,0.2714,0.5077625471067289
5223912945e356e1d6de561ad62a946f.png,9586,ASC-H,6122,0.5317,0.7138796092273694
5223912945e356e1d6de561ad62a946f.png,9587,ASC-H,4508,0.2827,0.33114164253875555
5223912945e356e1d6de561ad62a946f.png,9588,ASC-H,5431,0.6449,0.10917642445003839
5223912945e356e1d6de561ad62a946f.png,9589,ASC-H,5241,0.4198,0.5212943579281556
5223912945e356e1d6de561ad62a946f.png,9590,ASC-H,4902,0.4812,0.9694581695349688
5223912945e356e1d6de561ad62a946f.png,9591,ASC-H,5874,0.2326,0.3862051130657136
5223912945e356e1d6de561ad62a946f.png,9592,ASC-H,9032,0.5602,0.2939576616188082
5223912945e356e1d6de561ad62a946f.png,9593,ASC-H,7307,0.2591,0.17786972799970058
5223912945e356e1d6de561ad62a946f.png,9594,ASC-H,4043,0.5619,0.3505414869603761
5223912945e356e1d6de561ad62a946f.png,9595,ASC-H,5318,0.2943,0.6980027068959284
5223912945e356e1d6de561ad62a946f.png,9596,ASC-H,7941,0.555,0.8173099946832403
5223912945e356e1d6de561ad62a946f.png,9597,ASC-H,7613,0.6367,0.4100132818714137
5223912945e356e1d6de561ad62a946f.png,9598,ASC-H,5522,0.313,0.5324791744347668
5223912945e356e1d6de561ad62a946f.png,9599,ASC-H,3648,0.5396,0.4998419942210396
5223912945e356e1d6de561ad62a946f.png,9600,ASC-H,3537,0.557,0.5151633329313441
54562f3bda233bc849ce844c2d6d0809.png,834,ASC-H,5582,0.5551,0.12871460260426348
54562f3bda233bc849ce844c2d6d0809.png,835,ASC-H,3787,0.2366,0.6602217404088855
54562f3bda233bc849ce844c2d6d0809.png,836,ASC-H,2411,0.7822,0.7194987814927483
54562f3bda233bc849ce844c2d6d0809.png,837,ASC-H,2528,0.5096,0.8290412596023431
54562f3bda233bc849ce844c2d6d0809.png,838,ASC-H,3621,0.2737,0.6415833378668259
54562f3bda233bc849ce844c2d6d0809.png,839,ASC-H,5240,0.2614,0.3078371625147518
54562f3bda233bc849ce844c2d6d0809.png,840,ASC-H,4181,0.2521,0.5082511631361484
54562f3bda233bc849ce844c2d6d0809.png,841,ASC-H,5833,0.2844,0.39516102830690714
54562f3bda233bc849ce844c2d6d0809.png,842,ASC-H,4800,0.2178,0.5116920256427983
54562f3bda233bc849ce844c2d6d0809.png,843,ASC-H,5128,0.4159,0.7302150714281891
54562f3bda233bc849ce844c2d6d0809.png,844,ASC-H,5097,0.5139,0.992534217162292
54562f3bda233bc849ce844c2d6d0809.png,845,ASC-H,7658,0.575,0.7590757516394081
54562f3bda233bc849ce844c2d6d0809.png,846,ASC-H,3202,0.2869,0.8651347638921613
54562f3bda233bc849ce844c2d6d0809.png,847,ASC-H,4964,0.1686,0.10058615775862256
54562f3bda233bc849ce844c2d6d0809.png,848,ASC-H,8408,0.2782,0.11358203869292849
54562f3bda233bc849ce844c2d6d0809.png,849,ASC-H,1661,0.6016,0.24379548954465635
54562f3bda233bc849ce844c2d6d0809.png,850,ASC-H,6670,0.3847,0.5244105600950122
54562f3bda233bc849ce844c2d6d0809.png,851,ASC-H,7793,0.4023,0.6121556209467277
54562f3bda233bc849ce844c2d6d0809.png,852,ASC-H,5018,0.3282,0.9721029611820314
54562f3bda233bc849ce844c2d6d0809.png,853,ASC-H,2335,0.5091,0.6510557497586852
54562f3bda233bc849ce844c2d6d0809.png,854,ASC-H,1502,0.884,0.4962461667291921
54562f3bda233bc849ce844c2d6d0809.png,855,ASC-H,5719,0.3892,0.8494959580152963
54562f3bda233bc849ce844c2d6d0809.png,856,ASC-H,1358,0.7121,0.6621728667504683
54562f3bda233bc849ce844c2d6d0809.png,860,ASC-H,4303,0.5716,0.6982187013701506
54562f3bda233bc849ce844c2d6d0809.png,861,ASC-H,4361,0.3726,0.6598295472390714
54562f3bda233bc849ce844c2d6d0809.png,862,ASC-H,7086,0.2407,0.34137764699429396
54562f3bda233bc849ce844c2d6d0809.png,863,ASC-H,3697,0.4295,0.28730794419258243
54562f3bda233bc849ce844c2d6d0809.png,864,ASC-H,5654,0.3472,0.978225519060397
54562f3bda233bc849ce844c2d6d0809.png,865,ASC-H,5071,0.3225,0.5034148404369847
54562f3bda233bc849ce844c2d6d0809.png,866,ASC-H,3627,0.2833,0.5232168723963722
54562f3bda233bc849ce844c2d6d0809.png,867,ASC-H,1016,0.8498,0.5554598346490569
54562f3bda233bc849ce844c2d6d0809.png,868,ASC-H,1773,0.7645,0.3283730362857009
54562f3bda233bc849ce844c2d6d0809.png,869,ASC-H,5773,0.5585,0.6286546497403229
54562f3bda233bc849ce844c2d6d0809.png,870,ASC-H,5942,0.2099,0.21950516782440876
54562f3bda233bc849ce844c2d6d0809.png,871,ASC-H,4437,0.278,0.7149030902352908
54562f3bda233bc849ce844c2d6d0809.png,872,ASC-H,4393,0.4193,0.45774133296514563
54562f3bda233bc849ce844c2d6d0809.png,873,ASC-H,5837,0.2525,0.21328364596235283
54562f3bda233bc849ce844c2d6d0809.png,874,ASC-H,5099,0.3194,0.613264933935074
54562f3bda233bc849ce844c2d6d0809.png,875,ASC-H,7839,0.5203,0.5808667989654664
54562f3bda233bc849ce844c2d6d0809.png,876,ASC-H,9321,0.6443,0.3063070768668609
54562f3bda233bc849ce844c2d6d0809.png,877,ASC-H,8263,0.4235,0.5840636624609175
54562f3bda233bc849ce844c2d6d0809.png,878,ASC-H,4416,0.3341,0.4212852952913254
54562f3bda233bc849ce844c2d6d0809.png,879,ASC-H,1661,0.6016,0.24379548954465635
54562f3bda233bc849ce844c2d6d0809.png,880,ASC-H,5423,0.2281,0.05689577081692121
54562f3bda233bc849ce844c2d6d0809.png,881,ASC-H,8351,0.5163,0.5431180685784727
54562f3bda233bc849ce844c2d6d0809.png,882,ASC-H,8972,0.6822,0.8879284490464491
54562f3bda233bc849ce844c2d6d0809.png,883,ASC-H,7878,0.7132,0.7231680781530188
54562f3bda233bc849ce844c2d6d0809.png,884,ASC-H,8472,0.3925,0.33517921019197916
54562f3bda233bc849ce844c2d6d0809.png,885,ASC-H,9622,0.4807,0.2676429025125673
54562f3bda233bc849ce844c2d6d0809.png,886,ASC-H,8958,0.3725,0.62632524304635
54562f3bda233bc849ce844c2d6d0809.png,887,ASC-H,8424,0.409,0.2050327559709948
54562f3bda233bc849ce844c2d6d0809.png,888,ASC-H,5511,0.4893,0.7561949206277523
54562f3bda233bc849ce844c2d6d0809.png,889,ASC-H,8032,0.1986,0.5319219353644165
54562f3bda233bc849ce844c2d6d0809.png,890,ASC-H,2450,0.5185,0.4629897896516204
54562f3bda233bc849ce844c2d6d0809.png,891,ASC-H,4698,0.3937,0.7385743203576985
54562f3bda233bc849ce844c2d6d0809.png,892,ASC-H,4771,0.4169,0.30474408939524644
54562f3bda233bc849ce844c2d6d0809.png,893,ASC-H,4339,0.5033,0.3780517046513936
54562f3bda233bc849ce844c2d6d0809.png,894,ASC-H,3743,0.4687,0.19634156298012606
54562f3bda233bc849ce844c2d6d0809.png,895,ASC-H,8770,0.5207,0.7312541808661515
54562f3bda233bc849ce844c2d6d0809.png,896,ASC-H,6429,0.1965,0.5889777561100232
54562f3bda233bc849ce844c2d6d0809.png,897,ASC-H,5245,0.1819,0.35621499804471957
54562f3bda233bc849ce844c2d6d0809.png,898,ASC-H,7341,0.3853,0.3818121395723191
54562f3bda233bc849ce844c2d6d0809.png,899,ASC-H,4839,0.175,0.4283495979092141
54562f3bda233bc849ce844c2d6d0809.png,900,ASC-H,3071,0.4668,0.578354108068404
54562f3bda233bc849ce844c2d6d0809.png,901,ASC-H,2712,0.5465,0.4563102879317362
54562f3bda233bc849ce844c2d6d0809.png,902,ASC-H,2712,0.5465,0.4563102879317362
54562f3bda233bc849ce844c2d6d0809.png,903,ASC-H,2356,0.6336,0.5350539822627967
54562f3bda233bc849ce844c2d6d0809.png,904,ASC-H,2196,0.3557,0.7749191163740355
54562f3bda233bc849ce844c2d6d0809.png,905,ASC-H,4448,0.2837,0.6207683354863328
54562f3bda233bc849ce844c2d6d0809.png,906,ASC-H,4453,0.2545,0.33257015474870144
54562f3bda233bc849ce844c2d6d0809.png,907,ASC-H,3914,0.5064,0.7015894410625174
54562f3bda233bc849ce844c2d6d0809.png,908,ASC-H,4872,0.2858,0.6656815874244958
54562f3bda233bc849ce844c2d6d0809.png,909,ASC-H,1313,0.6616,0.6906027208174115
54562f3bda233bc849ce844c2d6d0809.png,910,ASC-H,1697,0.8172,0.29555746200319566
5c64597b1e31000275d0d6d97f935d58.png,815,ASC-H,1918,0.8708,0.34125043122058596
5c64597b1e31000275d0d6d97f935d58.png,816,ASC-H,2259,0.836,0.4392314945347894
5c64597b1e31000275d0d6d97f935d58.png,817,ASC-H,7049,0.445,0.335268091519594
5c64597b1e31000275d0d6d97f935d58.png,818,ASC-H,3696,0.6713,0.21543864200793483
5c64597b1e31000275d0d6d97f935d58.png,819,ASC-H,3308,0.7877,0.30236419239383583
5c64597b1e31000275d0d6d97f935d58.png,820,ASC-H,6285,0.5367,0.24818486050628297
5c64597b1e31000275d0d6d97f935d58.png,821,ASC-H,2600,0.5941,0.3772787140852577
61b751b4e6c2a79d0369b24683339be1.png,9712,ASC-H,2337,0.8473,0.5322073834515877
61b751b4e6c2a79d0369b24683339be1.png,9713,ASC-H,1766,0.6612,0.6834789686698971
61b751b4e6c2a79d0369b24683339be1.png,9714,ASC-H,2863,0.4343,0.2816921980101015
61b751b4e6c2a79d0369b24683339be1.png,9715,ASC-H,2171,0.8116,0.5871515765666819
61b751b4e6c2a79d0369b24683339be1.png,9716,ASC-H,866,0.8448,0.6110346668033282
61b751b4e6c2a79d0369b24683339be1.png,9717,ASC-H,1034,0.8761,0.26095808227254125
61b751b4e6c2a79d0369b24683339be1.png,9718,ASC-H,1676,0.8486,0.5822776477703917
61b751b4e6c2a79d0369b24683339be1.png,9719,ASC-H,1926,0.5622,0.6868630125333379
61b751b4e6c2a79d0369b24683339be1.png,9720,ASC-H,5343,0.3223,0.7056175343232073
61b751b4e6c2a79d0369b24683339be1.png,9721,ASC-H,2333,0.3331,0.616303009944297
61b751b4e6c2a79d0369b24683339be1.png,9722,ASC-H,6776,0.319,0.3642930346690463
61b751b4e6c2a79d0369b24683339be1.png,9723,ASC-H,4499,0.4542,0.4173562995610036
61b751b4e6c2a79d0369b24683339be1.png,9724,ASC-H,3574,0.488,0.30655825519836555
61b751b4e6c2a79d0369b24683339be1.png,9725,ASC-H,1342,0.4372,0.48445744139651536
61b751b4e6c2a79d0369b24683339be1.png,9726,ASC-H,5355,0.5192,0.6424855842818422
61b751b4e6c2a79d0369b24683339be1.png,9727,ASC-H,6347,0.4196,0.5478860125280118
61b751b4e6c2a79d0369b24683339be1.png,9728,ASC-H,3964,0.3281,0.6840242717121348
61b751b4e6c2a79d0369b24683339be1.png,9729,ASC-H,3732,0.4705,0.9091738320131835
61b751b4e6c2a79d0369b24683339be1.png,9730,ASC-H,3145,0.5626,0.7935090216331262
61b751b4e6c2a79d0369b24683339be1.png,9731,ASC-H,765,0.7147,0.7930105543942143
61b751b4e6c2a79d0369b24683339be1.png,9732,ASC-H,1252,0.8247,0.653108791424653
61b751b4e6c2a79d0369b24683339be1.png,9733,ASC-H,1905,0.6654,0.6085606472656431
61b751b4e6c2a79d0369b24683339be1.png,9734,ASC-H,3611,0.2721,0.07558226989562011
61b751b4e6c2a79d0369b24683339be1.png,9735,ASC-H,1402,0.469,0.6220725063057408
61b751b4e6c2a79d0369b24683339be1.png,9736,ASC-H,7066,0.294,0.20855584362038326
61b751b4e6c2a79d0369b24683339be1.png,9737,ASC-H,2101,0.2611,0.3394404276075387
61b751b4e6c2a79d0369b24683339be1.png,9738,ASC-H,6208,0.5575,0.4471409105799802
61b751b4e6c2a79d0369b24683339be1.png,9739,ASC-H,7018,0.221,0.5601235210730444
61b751b4e6c2a79d0369b24683339be1.png,9740,ASC-H,4776,0.186,0.32481645864497144
61b751b4e6c2a79d0369b24683339be1.png,9741,ASC-H,3139,0.4946,0.6436649119895538
61b751b4e6c2a79d0369b24683339be1.png,9742,ASC-H,2673,0.3785,0.15675905151049563
61b751b4e6c2a79d0369b24683339be1.png,9743,ASC-H,303,0.3747,0.8601924084078348
61b751b4e6c2a79d0369b24683339be1.png,9744,ASC-H,3576,0.3795,0.3210236029667364
61b751b4e6c2a79d0369b24683339be1.png,9745,ASC-H,1984,0.3081,0.199871306746072
61b751b4e6c2a79d0369b24683339be1.png,9746,ASC-H,3308,0.3381,0.24488266769043465
61b751b4e6c2a79d0369b24683339be1.png,9747,ASC-H,3288,0.3549,0.6804831928599486
61b751b4e6c2a79d0369b24683339be1.png,9748,ASC-H,4537,0.2003,0.32648383683582904
61b751b4e6c2a79d0369b24683339be1.png,9749,ASC-H,7954,0.245,0.48201098093016626
61b751b4e6c2a79d0369b24683339be1.png,9750,ASC-H,4701,0.4502,0.21763791004923738
61b751b4e6c2a79d0369b24683339be1.png,9751,ASC-H,3588,0.5833,0.5780244589438079
61b751b4e6c2a79d0369b24683339be1.png,9752,ASC-H,2456,0.4677,0.7193837991156615
61b751b4e6c2a79d0369b24683339be1.png,9753,ASC-H,344,0.5327,0.9226991375887401
61b751b4e6c2a79d0369b24683339be1.png,9754,ASC-H,695,0.735,0.8139752614056787
61b751b4e6c2a79d0369b24683339be1.png,9755,ASC-H,3691,0.2819,0.4139459459298104
61b751b4e6c2a79d0369b24683339be1.png,9756,ASC-H,3765,0.5665,0.38762670014865086
61b751b4e6c2a79d0369b24683339be1.png,9757,ASC-H,5405,0.2096,0.48498149412760583
61b751b4e6c2a79d0369b24683339be1.png,9758,ASC-H,5321,0.3288,0.5446392117695222
61b751b4e6c2a79d0369b24683339be1.png,9759,ASC-H,5441,0.2044,0.45231453948787803
61b751b4e6c2a79d0369b24683339be1.png,9760,ASC-H,2192,0.4113,0.7548703979442482
61b751b4e6c2a79d0369b24683339be1.png,9761,ASC-H,1668,0.308,0.8873624370969994
61b751b4e6c2a79d0369b24683339be1.png,9762,ASC-H,1279,0.7675,0.4632545746839122
61b751b4e6c2a79d0369b24683339be1.png,9763,ASC-H,717,0.763,0.4429632245954115
61b751b4e6c2a79d0369b24683339be1.png,9764,ASC-H,3787,0.32,0.6773768348804563
