image_filename,id_cel,label,area,compacidade,excentricidade
0489736e8d880b5188b04d11c3131cd3.png,10529,Negativo,4040,0.4596,0.8224596383359757
0489736e8d880b5188b04d11c3131cd3.png,10530,Negativo,373,0.9582,0.3807446771117171
0489736e8d880b5188b04d11c3131cd3.png,10531,Negativo,3547,0.3666,0.8218027411224407
0489736e8d880b5188b04d11c3131cd3.png,10532,Negativo,4447,0.414,0.6368867451108666
0489736e8d880b5188b04d11c3131cd3.png,10533,Negativo,4613,0.1558,0.282680620864037
0489736e8d880b5188b04d11c3131cd3.png,10534,Negativo,3474,0.3769,0.6104612317294393
0489736e8d880b5188b04d11c3131cd3.png,10535,Negativo,3790,0.2435,0.7151724329276012
0489736e8d880b5188b04d11c3131cd3.png,10536,Negativo,1140,0.544,0.5816938109975069
0489736e8d880b5188b04d11c3131cd3.png,10537,Negativo,3975,0.441,0.4837395714612496
0489736e8d880b5188b04d11c3131cd3.png,10538,Negativo,2391,0.2871,0.3105896004187765
0489736e8d880b5188b04d11c3131cd3.png,10539,Negativo,998,0.9229,0.3290393846272046
0489736e8d880b5188b04d11c3131cd3.png,10540,Negativo,4462,0.6833,0.5937225460670145
0489736e8d880b5188b04d11c3131cd3.png,10541,Negativo,2338,0.3073,0.33715656439586084
0489736e8d880b5188b04d11c3131cd3.png,10542,Negativo,7768,0.4491,0.5306001786694317
0489736e8d880b5188b04d11c3131cd3.png,10543,Negativo,612,0.6133,0.42455125863830234
0489736e8d880b5188b04d11c3131cd3.png,10544,Negativo,234,0.956,0.3111912307101127
0489736e8d880b5188b04d11c3131cd3.png,10545,Negativo,675,0.6938,0.24668972157597557
0489736e8d880b5188b04d11c3131cd3.png,10546,Negativo,759,0.8683,0.6166783400692296
0489736e8d880b5188b04d11c3131cd3.png,10547,Negativo,599,0.968,0.2061541772240839
0489736e8d880b5188b04d11c3131cd3.png,10548,Negativo,2804,0.2364,0.7130334738829855
0489736e8d880b5188b04d11c3131cd3.png,10549,Negativo,432,0.9559,0.2588112700740671
0489736e8d880b5188b04d11c3131cd3.png,10550,Negativo,534,0.8815,0.6071645463357696
0489736e8d880b5188b04d11c3131cd3.png,10551,Negativo,3186,0.2332,0.6216233570843757
0489736e8d880b5188b04d11c3131cd3.png,10552,Negativo,1760,0.3126,0.6151503216801262
0489736e8d880b5188b04d11c3131cd3.png,10553,Negativo,6949,0.174,0.0965251280665489
0489736e8d880b5188b04d11c3131cd3.png,10554,Negativo,7851,0.4725,0.43845764106533847
0489736e8d880b5188b04d11c3131cd3.png,10555,Negativo,7950,0.4965,0.4604573282706663
0489736e8d880b5188b04d11c3131cd3.png,10556,Negativo,7877,0.3142,0.2722750677584116
0489736e8d880b5188b04d11c3131cd3.png,10557,Negativo,6190,0.3935,0.2945042479947292
05332b67f94b5d1adbd8177bd8e1ff0b.png,7442,Negativo,435,0.9419,0.29193735920091424
05332b67f94b5d1adbd8177bd8e1ff0b.png,7443,Negativo,709,0.9326,0.07896903950332124
05332b67f94b5d1adbd8177bd8e1ff0b.png,7444,Negativo,210,0.9234,0.5739313391752051
05332b67f94b5d1adbd8177bd8e1ff0b.png,7445,Negativo,726,0.8289,0.6637014734450482
05332b67f94b5d1adbd8177bd8e1ff0b.png,7446,Negativo,296,0.9513,0.33589968458194375
05332b67f94b5d1adbd8177bd8e1ff0b.png,7447,Negativo,314,0.9651,0.22353327382718535
05332b67f94b5d1adbd8177bd8e1ff0b.png,7448,Negativo,421,0.7786,0.7831644406474347
05332b67f94b5d1adbd8177bd8e1ff0b.png,7449,Negativo,5390,0.5081,0.665333092078259
05332b67f94b5d1adbd8177bd8e1ff0b.png,7450,Negativo,2907,0.5235,0.8971125703920257
05332b67f94b5d1adbd8177bd8e1ff0b.png,7451,Negativo,531,0.8814,0.4878807903844822
05332b67f94b5d1adbd8177bd8e1ff0b.png,7452,Negativo,178,1.0287,0.23277941449943518
05332b67f94b5d1adbd8177bd8e1ff0b.png,7453,Negativo,242,0.9211,0.5557801417398429
05332b67f94b5d1adbd8177bd8e1ff0b.png,7454,Negativo,208,0.987,0.28068447109111894
05332b67f94b5d1adbd8177bd8e1ff0b.png,7455,Negativo,1708,0.2554,0.7098903728452027
05332b67f94b5d1adbd8177bd8e1ff0b.png,7456,Negativo,322,0.9717,0.24504282052133997
05332b67f94b5d1adbd8177bd8e1ff0b.png,7457,Negativo,1409,0.3553,0.6224069518335974
05332b67f94b5d1adbd8177bd8e1ff0b.png,7458,Negativo,1904,0.2262,0.8840742604971045
05332b67f94b5d1adbd8177bd8e1ff0b.png,7459,Negativo,369,0.6453,0.8548040848126782
05481195119c8cfb884bf1462b53b004.png,9445,Negativo,3625,0.4874,0.8193807870134069
055cde67bf7565df83f914b053ab86eb.png,6129,Negativo,460,0.8389,0.2473283874630664
055cde67bf7565df83f914b053ab86eb.png,6130,Negativo,597,0.5715,0.4452195887067303
055cde67bf7565df83f914b053ab86eb.png,6131,Negativo,719,0.8612,0.5904557796576801
055cde67bf7565df83f914b053ab86eb.png,6132,Negativo,7427,0.4952,0.2900898074789816
055cde67bf7565df83f914b053ab86eb.png,6133,Negativo,3139,0.3765,0.674598356826617
055cde67bf7565df83f914b053ab86eb.png,6134,Negativo,753,0.9293,0.24618646696936708
055cde67bf7565df83f914b053ab86eb.png,6135,Negativo,857,0.9525,0.2313367878373156
055cde67bf7565df83f914b053ab86eb.png,6136,Negativo,795,0.8796,0.44705065723442317
055cde67bf7565df83f914b053ab86eb.png,6137,Negativo,705,0.8742,0.6125090054197588
055cde67bf7565df83f914b053ab86eb.png,6138,Negativo,903,0.9072,0.27328801301306427
055cde67bf7565df83f914b053ab86eb.png,6139,Negativo,5785,0.5783,0.5442865939798693
055cde67bf7565df83f914b053ab86eb.png,6140,Negativo,874,0.4811,0.813724025286069
055cde67bf7565df83f914b053ab86eb.png,6141,Negativo,578,0.8882,0.5189580108467216
055cde67bf7565df83f914b053ab86eb.png,6142,Negativo,429,0.7375,0.759491588409863
055cde67bf7565df83f914b053ab86eb.png,6143,Negativo,718,0.9425,0.2701708277461602
055cde67bf7565df83f914b053ab86eb.png,6144,Negativo,847,0.7879,0.45295599256790253
055cde67bf7565df83f914b053ab86eb.png,6145,Negativo,509,0.8681,0.13361436315176822
055cde67bf7565df83f914b053ab86eb.png,6146,Negativo,1019,0.5105,0.45903239114364425
055cde67bf7565df83f914b053ab86eb.png,6147,Negativo,2060,0.1837,0.4452556191235316
055cde67bf7565df83f914b053ab86eb.png,6148,Negativo,2135,0.3505,0.504914433116219
055cde67bf7565df83f914b053ab86eb.png,6149,Negativo,397,0.8651,0.6771848791041807
055cde67bf7565df83f914b053ab86eb.png,6150,Negativo,319,0.9805,0.11484729853841025
055cde67bf7565df83f914b053ab86eb.png,6151,Negativo,258,0.9738,0.38221510888265675
055cde67bf7565df83f914b053ab86eb.png,6152,Negativo,258,0.982,0.23846494406812813
055cde67bf7565df83f914b053ab86eb.png,6153,Negativo,401,0.9158,0.21187419733262114
055cde67bf7565df83f914b053ab86eb.png,6154,Negativo,5032,0.5244,0.6481999417000956
055cde67bf7565df83f914b053ab86eb.png,6155,Negativo,417,0.9227,0.5019937653454082
055cde67bf7565df83f914b053ab86eb.png,6156,Negativo,202,0.9903,0.26240863897201694
055cde67bf7565df83f914b053ab86eb.png,6157,Negativo,440,0.9323,0.41098608245367096
055cde67bf7565df83f914b053ab86eb.png,6158,Negativo,590,0.8678,0.6742131969248278
055cde67bf7565df83f914b053ab86eb.png,6159,Negativo,741,0.749,0.3527087718319155
055cde67bf7565df83f914b053ab86eb.png,6160,Negativo,4088,0.1871,0.6320441263138907
055cde67bf7565df83f914b053ab86eb.png,6161,Negativo,482,0.8266,0.6911699846633796
060d7d018977ad7cca7643f2deb6f3e8.png,1641,Negativo,6871,0.6609,0.7791440996245411
060d7d018977ad7cca7643f2deb6f3e8.png,1642,Negativo,5470,0.2651,0.26679381617342035
060d7d018977ad7cca7643f2deb6f3e8.png,1643,Negativo,1614,0.3373,0.8358788486130257
060d7d018977ad7cca7643f2deb6f3e8.png,1644,Negativo,861,0.922,0.45273816506881337
060d7d018977ad7cca7643f2deb6f3e8.png,1645,Negativo,4027,0.1419,0.31564162706170384
060d7d018977ad7cca7643f2deb6f3e8.png,1646,Negativo,1975,0.1254,0.5936788865264793
060d7d018977ad7cca7643f2deb6f3e8.png,1647,Negativo,537,0.8842,0.23626614422122183
060d7d018977ad7cca7643f2deb6f3e8.png,1648,Negativo,1406,0.6921,0.6897852146001777
060d7d018977ad7cca7643f2deb6f3e8.png,1649,Negativo,1805,0.4977,0.8400206833711579
060d7d018977ad7cca7643f2deb6f3e8.png,1650,Negativo,560,0.9475,0.2416909099593635
060d7d018977ad7cca7643f2deb6f3e8.png,1651,Negativo,300,0.9391,0.31812158252139644
060d7d018977ad7cca7643f2deb6f3e8.png,1652,Negativo,727,0.9449,0.17754792360355487
060d7d018977ad7cca7643f2deb6f3e8.png,1653,Negativo,4021,0.2848,0.41433772844620853
060d7d018977ad7cca7643f2deb6f3e8.png,1654,Negativo,4731,0.3652,0.7643493939501449
07872ee58dea1007dd5d4afa5fb2556d.png,10392,Negativo,2470,0.2463,0.5854195630104806
07872ee58dea1007dd5d4afa5fb2556d.png,10393,Negativo,540,0.8843,0.6123073678237287
07872ee58dea1007dd5d4afa5fb2556d.png,10394,Negativo,4828,0.376,0.4957553178403591
07872ee58dea1007dd5d4afa5fb2556d.png,10395,Negativo,373,0.8149,0.6810588490324447
07872ee58dea1007dd5d4afa5fb2556d.png,10396,Negativo,5307,0.1743,0.5480210931267948
07872ee58dea1007dd5d4afa5fb2556d.png,10397,Negativo,1334,0.7234,0.6959328283255853
07872ee58dea1007dd5d4afa5fb2556d.png,10398,Negativo,1001,0.4642,0.3103732441500142
07872ee58dea1007dd5d4afa5fb2556d.png,10399,Negativo,7843,0.484,0.22388761809956004
07872ee58dea1007dd5d4afa5fb2556d.png,10400,Negativo,6060,0.4386,0.5141611691650539
07872ee58dea1007dd5d4afa5fb2556d.png,10401,Negativo,5486,0.6377,0.5407937754802357
07872ee58dea1007dd5d4afa5fb2556d.png,10402,Negativo,6600,0.2356,0.32862414463751244
07872ee58dea1007dd5d4afa5fb2556d.png,10403,Negativo,6703,0.6271,0.562569393592511
07872ee58dea1007dd5d4afa5fb2556d.png,10406,Negativo,660,0.792,0.7397839002630257
07872ee58dea1007dd5d4afa5fb2556d.png,10407,Negativo,515,0.9154,0.5196669393568003
07872ee58dea1007dd5d4afa5fb2556d.png,10408,Negativo,920,0.805,0.6799357935892889
07872ee58dea1007dd5d4afa5fb2556d.png,10409,Negativo,524,0.8601,0.3275541469675767
07872ee58dea1007dd5d4afa5fb2556d.png,10410,Negativo,645,0.7263,0.8081578445338382
07872ee58dea1007dd5d4afa5fb2556d.png,10411,Negativo,806,0.3727,0.8478992695459153
07872ee58dea1007dd5d4afa5fb2556d.png,10412,Negativo,1212,0.6237,0.4437771583514425
07872ee58dea1007dd5d4afa5fb2556d.png,10413,Negativo,407,0.8869,0.6133773118264207
07872ee58dea1007dd5d4afa5fb2556d.png,10414,Negativo,3631,0.3707,0.5416259589444132
07872ee58dea1007dd5d4afa5fb2556d.png,10415,Negativo,4215,0.4195,0.21154630907962269
07872ee58dea1007dd5d4afa5fb2556d.png,10416,Negativo,497,0.8958,0.2685301491713028
07872ee58dea1007dd5d4afa5fb2556d.png,10417,Negativo,1770,0.6338,0.528345597039194
07872ee58dea1007dd5d4afa5fb2556d.png,10418,Negativo,6018,0.2299,0.14792935181892186
07872ee58dea1007dd5d4afa5fb2556d.png,10419,Negativo,6235,0.4424,0.6750385170117358
07872ee58dea1007dd5d4afa5fb2556d.png,10420,Negativo,3198,0.3167,0.4650165932360444
07872ee58dea1007dd5d4afa5fb2556d.png,10421,Negativo,6285,0.3675,0.4231127624074873
07872ee58dea1007dd5d4afa5fb2556d.png,10422,Negativo,4098,0.4377,0.6843699090981588
07872ee58dea1007dd5d4afa5fb2556d.png,10423,Negativo,5316,0.3574,0.3672705032284984
07872ee58dea1007dd5d4afa5fb2556d.png,10424,Negativo,885,0.7788,0.608219063629332
07872ee58dea1007dd5d4afa5fb2556d.png,10425,Negativo,4037,0.3099,0.45950227217023487
07872ee58dea1007dd5d4afa5fb2556d.png,10426,Negativo,2722,0.3333,0.44032881260285817
07872ee58dea1007dd5d4afa5fb2556d.png,10427,Negativo,2631,0.4131,0.9055879524674479
07872ee58dea1007dd5d4afa5fb2556d.png,10428,Negativo,715,0.7381,0.47933644817905363
07872ee58dea1007dd5d4afa5fb2556d.png,10429,Negativo,646,0.9574,0.05290017700283245
07872ee58dea1007dd5d4afa5fb2556d.png,10430,Negativo,4220,0.3167,0.6610620787981882
07872ee58dea1007dd5d4afa5fb2556d.png,10431,Negativo,1029,0.6835,0.6646370371899195
07872ee58dea1007dd5d4afa5fb2556d.png,10432,Negativo,2847,0.2705,0.6872602993559902
07872ee58dea1007dd5d4afa5fb2556d.png,10433,Negativo,5506,0.5091,0.8047089839711046
07872ee58dea1007dd5d4afa5fb2556d.png,10434,Negativo,523,0.7792,0.5236345088617251
094367d4b4e508075c004d2e2f08c7ef.png,3644,Negativo,2230,0.438,0.42534521861866625
094367d4b4e508075c004d2e2f08c7ef.png,3645,Negativo,7231,0.3174,0.3856199249613427
094367d4b4e508075c004d2e2f08c7ef.png,3646,Negativo,2747,0.2176,0.4696104771442222
094367d4b4e508075c004d2e2f08c7ef.png,3647,Negativo,8230,0.356,0.14658924771788595
094367d4b4e508075c004d2e2f08c7ef.png,3648,Negativo,1173,0.8659,0.5968752354901071
094367d4b4e508075c004d2e2f08c7ef.png,3649,Negativo,6669,0.426,0.3006963903673956
094367d4b4e508075c004d2e2f08c7ef.png,3650,Negativo,7753,0.1674,0.08000027729652037
094367d4b4e508075c004d2e2f08c7ef.png,3651,Negativo,1314,0.646,0.3311701007877734
094367d4b4e508075c004d2e2f08c7ef.png,3652,Negativo,6229,0.3769,0.3101866059688182
094367d4b4e508075c004d2e2f08c7ef.png,3653,Negativo,4411,0.3356,0.577898822479461
094367d4b4e508075c004d2e2f08c7ef.png,3654,Negativo,800,0.6655,0.570255749438236
094367d4b4e508075c004d2e2f08c7ef.png,3655,Negativo,763,0.9353,0.36129702068068503
094367d4b4e508075c004d2e2f08c7ef.png,3656,Negativo,778,0.8538,0.6018804305515802
094367d4b4e508075c004d2e2f08c7ef.png,3657,Negativo,2850,0.1941,0.2920674413180322
094367d4b4e508075c004d2e2f08c7ef.png,3658,Negativo,6608,0.0877,0.14371270781812573
094367d4b4e508075c004d2e2f08c7ef.png,3659,Negativo,2154,0.3291,0.8504704347133051
094367d4b4e508075c004d2e2f08c7ef.png,3660,Negativo,7444,0.2171,0.16374382596217474
094367d4b4e508075c004d2e2f08c7ef.png,3661,Negativo,965,0.7215,0.44558105377850754
094367d4b4e508075c004d2e2f08c7ef.png,3662,Negativo,4560,0.3219,0.774800332705847
094367d4b4e508075c004d2e2f08c7ef.png,3663,Negativo,4103,0.1568,0.653082202978805
09ddefdfc9ca8df4da326825425336d3.png,5277,Negativo,587,0.7365,0.8149722330320348
09ddefdfc9ca8df4da326825425336d3.png,5278,Negativo,523,0.9094,0.5335062990529
09ddefdfc9ca8df4da326825425336d3.png,5279,Negativo,2436,0.2206,0.24625725897812623
09ddefdfc9ca8df4da326825425336d3.png,5280,Negativo,413,0.9283,0.24170299221730773
09ddefdfc9ca8df4da326825425336d3.png,5281,Negativo,301,0.9497,0.4408260705698115
09ddefdfc9ca8df4da326825425336d3.png,5282,Negativo,761,0.705,0.8089881079300258
09ddefdfc9ca8df4da326825425336d3.png,5283,Negativo,6240,0.5586,0.5990134039582393
09ddefdfc9ca8df4da326825425336d3.png,5284,Negativo,7067,0.5077,0.6464430124705413
09ddefdfc9ca8df4da326825425336d3.png,5290,Negativo,451,0.933,0.21210121773566715
09ddefdfc9ca8df4da326825425336d3.png,5291,Negativo,286,0.7841,0.7915142882250661
09ddefdfc9ca8df4da326825425336d3.png,5292,Negativo,1886,0.3159,0.8231995054963204
0a2a5a681410054941cc56f51eb8fbda.png,5636,Negativo,1053,0.4807,0.8144819222957815
0a2a5a681410054941cc56f51eb8fbda.png,5637,Negativo,1428,0.2453,0.43734447942227206
0a2a5a681410054941cc56f51eb8fbda.png,5638,Negativo,563,0.8515,0.3873920388716432
0a2a5a681410054941cc56f51eb8fbda.png,5639,Negativo,917,0.8907,0.46661959935053265
